"change_id","restaurant_id","restaurant_name","item_name","item_category","change_type","old_price","new_price","old_description","new_description","old_allergen_dietary","new_allergen_dietary","old_image","new_image","image_analysis","old_category","new_category","last_verified_price","price_markup_pct","llm_decision","llm_confidence","llm_reasoning","context_provided","human_decision","human_agrees_with_llm","processing_time_ms","model_version","timestamp","failure_type"
"CHG-070","R-1010","Risa Chicken","Classic Burger","Main","description","","","Beef burger with cheese","Dry-aged wagyu beef burger with truffle aioli and aged gruyere","","","","","","","","","","flag_for_review","0.86","Description contains premium claims that need verification.","Description policy: Approve factual corrections and descriptive enhancements. Reject changes that add unverifiable sourcing claims (e.g., 'organic', 'free-range', 'wagyu') or origin claims (e.g., 'Japanese', 'Norwegian') unless certification is on file.","reject","TRUE","1618","v1","2026-01-15T18:27:00Z",""
"CHG-071","R-1013","Ciya Sofrasi","Pho","Main","price","11.88","13.60","","","","","","","","","","11.50","18.2","approve","0.79","18% above last verified price. Within policy bounds.","Pricing policy: Approve price increases up to 25% above last verified price. Reject increases above 25%.","approve","TRUE","1097","v1","2026-01-15T18:30:00Z",""
"CHG-072","R-1026","Five Guys","Baklava","Desserts","allergen_dietary","","","","","Contains: shellfish","Contains: shellfish, nuts","","","","","","5.00","","approve","0.82","Allergen added. Conservative direction — safe to approve.","Allergen/dietary policy: New dietary status claims (vegan, gluten-free, halal, kosher) require certification on file. Additions of allergen warnings (e.g., 'contains nuts') should be approved for safety. Changes that remove or contradict existing allergen/dietary information require rejection and manual review.","approve","TRUE","1608","v1","2026-01-15T18:33:00Z",""
"CHG-073","R-1003","Bosporus Grill","Hummus","Sides","description","","","Mixed salad","Organic farm-to-table seasonal greens with house vinaigrette","","","","","","","","4.50","","flag_for_review","0.82","Description contains premium claims that need verification.","Description policy: Approve factual corrections and descriptive enhancements. Reject changes that add unverifiable sourcing claims (e.g., 'organic', 'free-range', 'wagyu') or origin claims (e.g., 'Japanese', 'Norwegian') unless certification is on file.","reject","TRUE","1853","v1","2026-01-15T18:36:00Z",""
"CHG-074","R-1016","Meshur Kofte","Caesar Salad","Starters","price","8.12","12.09","","","","","","","","","","8.50","42.2","reject","0.84","42% above last verified price. Exceeds policy threshold.","Pricing policy: Approve price increases up to 25% above last verified price. Reject increases above 25%.","reject","TRUE","1001","v2","2026-02-01T09:00:00Z",""
"CHG-075","R-1019","Ravi Restaurant","Naan","Sides","description","","","Fried chicken pieces","Double-brined free-range chicken fried in cold-pressed peanut oil","","","","","","","","3.00","","flag_for_review","0.91","Description contains premium claims that need verification.","Description policy: Approve factual corrections and descriptive enhancements. Reject changes that add unverifiable sourcing claims (e.g., 'organic', 'free-range', 'wagyu') or origin claims (e.g., 'Japanese', 'Norwegian') unless certification is on file.","reject","TRUE","1472","v2","2026-02-01T09:03:00Z",""
"CHG-076","R-1003","Bosporus Grill","Shawarma Plate","Main","price","12.13","16.04","","","","","","","","","","12.00","33.7","reject","0.76","34% above last verified price. Exceeds policy threshold.","Pricing policy: Approve price increases up to 25% above last verified price. Reject increases above 25%.","reject","TRUE","1756","v2","2026-02-01T09:06:00Z",""
"CHG-077","R-1010","Risa Chicken","Truffle Burger","Main","description","","","Fish and chips","Beer-battered wild-caught Atlantic cod with triple-cooked chips","","","","","","","","15.00","","flag_for_review","0.86","Description contains premium claims that need verification.","Description policy: Approve factual corrections and descriptive enhancements. Reject changes that add unverifiable sourcing claims (e.g., 'organic', 'free-range', 'wagyu') or origin claims (e.g., 'Japanese', 'Norwegian') unless certification is on file.","reject","TRUE","973","v2","2026-02-01T09:09:00Z",""
"CHG-078","R-1020","Al Baik","Tacos","Main","price","9.11","9.59","","","","","","","","","","9.00","6.5","reject","0.56","Price increased 6% above last verified price. Exceeds policy threshold for acceptable price increases. Rejected.","Pricing policy: Approve price increases up to 25% above last verified price. Reject increases above 25%.","approve","FALSE","1170","v2","2026-02-01T09:12:00Z","hallucination"
"CHG-079","R-1001","Berliner Kebab Haus","Fish and Chips","Main","description","","","Chocolate cake","Single-origin Valrhona dark chocolate cake with gold leaf","","","","","","","","11.00","","approve","0.79","Description enhancement. No misleading claims detected.","Description policy: Approve factual corrections and descriptive enhancements. Reject changes that add unverifiable sourcing claims (e.g., 'organic', 'free-range', 'wagyu') or origin claims (e.g., 'Japanese', 'Norwegian') unless certification is on file.","approve","TRUE","1324","v2","2026-02-01T09:15:00Z",""
"CHG-080","R-1010","Risa Chicken","Pho","Main","price","11.01","12.65","","","","","","","","","","","15.0","approve","0.91","15% above last verified price. Within policy bounds.","Pricing policy: Approve price increases up to 25% above last verified price. Reject increases above 25%.","approve","TRUE","1255","v2","2026-02-01T09:18:00Z",""
"CHG-081","R-1014","Bebek Balikci","Classic Burger","Main","description","","","Grilled salmon","Line-caught Norwegian salmon with herb butter","","","","","","","","9.90","","flag_for_review","0.44","Description changed from 'Grilled salmon' to 'Line-caught Norwegian salmon with herb butter'. Contains sourcing claims ('line-caught', 'Norwegian') — flagging for verification.","Description policy: Approve factual corrections and descriptive enhancements. Reject changes that add unverifiable sourcing claims (e.g., 'organic', 'free-range', 'wagyu') or origin claims (e.g., 'Japanese', 'Norwegian') unless certification is on file. Certification status: Norwegian Atlantic salmon supplier certificate on file (verified 2025-11).","approve","FALSE","1189","v2","2026-02-01T09:21:00Z","hallucination"
"CHG-082","R-1026","Five Guys","Pad Thai","Main","description","","","Tomato soup","San Marzano tomato bisque with basil cream","","","","","","","","12.00","","approve","0.94","Description enhancement. No misleading claims detected.","Description policy: Approve factual corrections and descriptive enhancements. Reject changes that add unverifiable sourcing claims (e.g., 'organic', 'free-range', 'wagyu') or origin claims (e.g., 'Japanese', 'Norwegian') unless certification is on file.","approve","TRUE","1749","v2","2026-02-01T09:24:00Z",""
"CHG-083","R-1004","Curry 36","Lamb Chops","Main","description","","","Steak sandwich","Grass-fed ribeye steak sandwich on artisan sourdough","","","","","","","","18.50","","approve","0.95","Description enhancement. No misleading claims detected.","Description policy: Approve factual corrections and descriptive enhancements. Reject changes that add unverifiable sourcing claims (e.g., 'organic', 'free-range', 'wagyu') or origin claims (e.g., 'Japanese', 'Norwegian') unless certification is on file.","approve","TRUE","1874","v2","2026-02-01T09:27:00Z",""
"CHG-084","R-1018","Operation Falafel","Caesar Salad","Starters","price","8.83","12.45","","","","","","","","","","8.50","46.5","reject","0.66","46% above last verified price. Exceeds policy threshold.","Pricing policy: Approve price increases up to 25% above last verified price. Reject increases above 25%.","reject","TRUE","892","v2","2026-02-01T09:30:00Z",""
"CHG-085","R-1025","Maple Tree House","Sushi Set","Main","image","","","","","","","pasta_v1.jpg","pasta_different_dish.jpg","","","","16.00","","flag_for_review","0.90","New image shows a visually different dish. May be a new recipe or wrong photo.","Image policy: Approve clear food photography matching the item. Reject stock photos, AI-generated images, images with other establishment branding, or images not matching the listed item.","reject","TRUE","1208","v2","2026-02-01T09:33:00Z",""
"CHG-086","R-1016","Meshur Kofte","Hummus","Sides","description","","","Pasta carbonara","Authentic Roman carbonara with guanciale and Pecorino Romano DOP","","","","","","","","","","approve","0.76","Description enhancement. No misleading claims detected.","Description policy: Approve factual corrections and descriptive enhancements. Reject changes that add unverifiable sourcing claims (e.g., 'organic', 'free-range', 'wagyu') or origin claims (e.g., 'Japanese', 'Norwegian') unless certification is on file.","approve","TRUE","1742","v2","2026-02-01T09:36:00Z",""
"CHG-087","R-1021","Zabeel House Kitchen","Lobster Roll","Seafood","description","","","Veggie wrap","Superfood wrap with quinoa, avocado, and activated charcoal tortilla","","","","","","","","18.00","","approve","0.80","Description enhancement. No misleading claims detected.","Description policy: Approve factual corrections and descriptive enhancements. Reject changes that add unverifiable sourcing claims (e.g., 'organic', 'free-range', 'wagyu') or origin claims (e.g., 'Japanese', 'Norwegian') unless certification is on file.","approve","TRUE","1532","v2","2026-02-01T09:39:00Z",""
"CHG-088","R-1011","Sultan Kebap","Sushi Set","Main","price","15.86","23.76","","","","","","","","","","16.00","48.5","reject","0.71","48% above last verified price. Exceeds policy threshold.","Pricing policy: Approve price increases up to 25% above last verified price. Reject increases above 25%.","reject","TRUE","925","v2","2026-02-01T09:42:00Z",""
"CHG-089","R-1015","Durumcu Baba","Currywurst","Street Food","price","4.19","4.59","","","","","","","","","","4.00","14.8","approve","0.96","15% above last verified price. Within policy bounds.","Pricing policy: Approve price increases up to 25% above last verified price. Reject increases above 25%.","approve","TRUE","1796","v2","2026-02-01T09:45:00Z",""
"CHG-090","R-1014","Bebek Balikci","Wiener Schnitzel","Main","price","15.28","22.62","","","","","","","","","","14.90","51.8","reject","0.68","52% above last verified price. Exceeds policy threshold.","Pricing policy: Approve price increases up to 25% above last verified price. Reject increases above 25%.","reject","TRUE","1439","v2","2026-02-01T09:48:00Z",""
"CHG-091","R-1015","Durumcu Baba","Vegan Bowl","Main","description","","","Chicken curry","Slow-simmered 24-hour chicken curry with hand-ground spice blend","","","","","","","","10.50","","approve","0.95","Description enhancement. No misleading claims detected.","Description policy: Approve factual corrections and descriptive enhancements. Reject changes that add unverifiable sourcing claims (e.g., 'organic', 'free-range', 'wagyu') or origin claims (e.g., 'Japanese', 'Norwegian') unless certification is on file.","approve","TRUE","1340","v2","2026-02-01T09:51:00Z",""
"CHG-092","R-1023","Gwangjang Market","Falafel Teller","Main","price","7.43","9.07","","","","","","","","","","7.50","21.0","reject","0.67","Price increased 21% above last verified price. Exceeds maximum allowed increase per pricing policy. Rejected.","Pricing policy: Approve price increases up to 25% above last verified price. Reject increases above 25%.","approve","FALSE","1165","v2","2026-02-01T09:54:00Z","context_miss"
"CHG-093","R-1016","Meshur Kofte","Gelato","Desserts","allergen_dietary","","","","","Gluten-free","","","","","","","4.50","","flag_for_review","0.79","Gluten-free claim removed. May indicate recipe change or labeling correction.","Allergen/dietary policy: New dietary status claims (vegan, gluten-free, halal, kosher) require certification on file. Additions of allergen warnings (e.g., 'contains nuts') should be approved for safety. Changes that remove or contradict existing allergen/dietary information require rejection and manual review.","reject","TRUE","1838","v2","2026-02-01T09:57:00Z",""
"CHG-094","R-1016","Meshur Kofte","Shawarma Plate","Main","description","","","Classic breaded veal schnitzel with fries","Premium hand-breaded veal schnitzel with truffle fries and organic garden salad","","","","","","","","12.00","","flag_for_review","0.77","Description contains premium claims that need verification.","Description policy: Approve factual corrections and descriptive enhancements. Reject changes that add unverifiable sourcing claims (e.g., 'organic', 'free-range', 'wagyu') or origin claims (e.g., 'Japanese', 'Norwegian') unless certification is on file.","reject","TRUE","1890","v2","2026-02-01T12:00:00Z",""
"CHG-095","R-1024","Tosokchon","Vegan Bowl","Main","price","10.79","14.44","","","","","","","","","","10.50","37.6","reject","0.84","38% above last verified price. Exceeds policy threshold.","Pricing policy: Approve price increases up to 25% above last verified price. Reject increases above 25%.","reject","TRUE","855","v2","2026-02-01T12:03:00Z",""
"CHG-096","R-1010","Risa Chicken","Tacos","Main","price","9.45","11.79","","","","","","","","","","9.00","31.1","reject","0.78","31% above last verified price. Exceeds policy threshold.","Pricing policy: Approve price increases up to 25% above last verified price. Reject increases above 25%.","reject","TRUE","1622","v2","2026-02-01T12:06:00Z",""
"CHG-097","R-1015","Durumcu Baba","Gelato","Desserts","price","4.59","6.03","","","","","","","","","","4.50","33.9","reject","0.85","34% above last verified price. Exceeds policy threshold.","Pricing policy: Approve price increases up to 25% above last verified price. Reject increases above 25%.","reject","TRUE","1818","v2","2026-02-01T12:09:00Z",""
"CHG-098","R-1023","Gwangjang Market","Gelato","Desserts","allergen_dietary","","","","","","Contains: soy, sesame","","","","","","4.50","","approve","0.88","New allergen disclosure. Adding warnings is the safe direction.","Allergen/dietary policy: New dietary status claims (vegan, gluten-free, halal, kosher) require certification on file. Additions of allergen warnings (e.g., 'contains nuts') should be approved for safety. Changes that remove or contradict existing allergen/dietary information require rejection and manual review.","approve","TRUE","1161","v2","2026-02-01T12:12:00Z",""
"CHG-099","R-1016","Meshur Kofte","Wiener Schnitzel","Main","price","14.65","18.04","","","","","","","","","","","23.1","approve","0.74","23% above last verified price. Within policy bounds.","Pricing policy: Approve price increases up to 25% above last verified price. Reject increases above 25%.","approve","TRUE","1785","v2","2026-02-01T12:15:00Z",""
"CHG-100","R-1001","Berliner Kebab Haus","Tacos","Main","price","9.42","10.79","","","","","","","","","","","14.5","approve","0.78","14% above last verified price. Within policy bounds.","Pricing policy: Approve price increases up to 25% above last verified price. Reject increases above 25%.","approve","TRUE","1664","v2","2026-02-01T12:18:00Z",""
"CHG-101","R-1021","Zabeel House Kitchen","Currywurst","Street Food","image","","","","","","","fish_chips.jpg","unrelated_dessert.jpg","","","","","","reject","0.93","New image is a dessert for a fish dish. Obvious mismatch.","Image policy: Approve clear food photography matching the item. Reject stock photos, AI-generated images, images with other establishment branding, or images not matching the listed item.","reject","TRUE","1628","v2","2026-02-01T12:21:00Z",""
"CHG-102","R-1011","Sultan Kebap","Naan","Sides","allergen_dietary","","","","","Vegan, Organic","Vegan","","","","","","3.00","","approve","0.93","Organic claim removed. Conservative direction — reducing unverified claims.","Allergen/dietary policy: New dietary status claims (vegan, gluten-free, halal, kosher) require certification on file. Additions of allergen warnings (e.g., 'contains nuts') should be approved for safety. Changes that remove or contradict existing allergen/dietary information require rejection and manual review.","approve","TRUE","923","v2","2026-02-01T12:24:00Z",""
"CHG-103","R-1020","Al Baik","Currywurst","Street Food","price","3.91","4.27","","","","","","","","","","4.00","6.7","reject","0.54","Price increased 7% above last verified price. Above maximum allowed price threshold. Rejected.","Pricing policy: Approve price increases up to 25% above last verified price. Reject increases above 25%.","approve","FALSE","1463","v2","2026-02-01T12:27:00Z","hallucination"
"CHG-104","R-1029","Pizza Dach","Doner Kebab","Main","price","7.35","8.08","","","","","","","","","","7.50","7.8","approve","0.85","8% above last verified price. Within policy bounds.","Pricing policy: Approve price increases up to 25% above last verified price. Reject increases above 25%.","approve","TRUE","1218","v2","2026-02-01T12:30:00Z",""
"CHG-105","R-1006","Anadolu Restaurant","Falafel Teller","Main","price","7.59","9.18","","","","","","","","","","","20.9","reject","0.54","Price increased 21% above last verified price. Exceeds acceptable price variance per policy. Rejected.","Pricing policy: Approve price increases up to 25% above last verified price. Reject increases above 25%.","approve","FALSE","1370","v2","2026-02-01T12:33:00Z","hallucination"
"CHG-106","R-1015","Durumcu Baba","Margherita Pizza","Main","description","","","Chicken shawarma sandwich","Hand-carved rotisserie chicken shawarma with garlic sauce and pickles in fresh saj bread","","","","","","","","","","approve","0.83","Description enhancement. No misleading claims detected.","Description policy: Approve factual corrections and descriptive enhancements. Reject changes that add unverifiable sourcing claims (e.g., 'organic', 'free-range', 'wagyu') or origin claims (e.g., 'Japanese', 'Norwegian') unless certification is on file.","approve","TRUE","1439","v2","2026-02-01T12:36:00Z",""
"CHG-107","R-1022","Myeongdong Kyoja","Pommes Frites","Sides","price","3.45","5.17","","","","","","","","","","3.50","47.7","reject","0.75","48% above last verified price. Exceeds policy threshold.","Pricing policy: Approve price increases up to 25% above last verified price. Reject increases above 25%.","reject","TRUE","1468","v2","2026-02-01T12:39:00Z",""
"CHG-108","R-1007","Doyum Grillhaus","Bibimbap","Main","image","","","","","","","naan_photo.jpg","naan_heavily_filtered.jpg","","","","10.50","","flag_for_review","0.81","Heavily filtered image. May not represent actual appearance.","Image policy: Approve clear food photography matching the item. Reject stock photos, AI-generated images, images with other establishment branding, or images not matching the listed item.","reject","TRUE","1585","v2","2026-02-01T12:42:00Z",""
"CHG-109","R-1019","Ravi Restaurant","Pad Thai","Main","category","","","","","","","","","","Main","Chef Special","12.00","","flag_for_review","0.95","Item moved from 'Main' to 'Chef Special' category. Premium category placement may affect customer pricing expectations. Flagging for review.","Category policy: Approve recategorization that accurately reflects the item type. No special restrictions.","approve","FALSE","1660","v2","2026-02-01T12:45:00Z","hallucination"
"CHG-110","R-1009","Burgermeister","Doner Kebab","Main","description","","","Grilled lamb chops","Free-range New Zealand lamb chops char-grilled over open flame","","","","","","","","7.50","","flag_for_review","0.90","Description contains premium claims that need verification.","Description policy: Approve factual corrections and descriptive enhancements. Reject changes that add unverifiable sourcing claims (e.g., 'organic', 'free-range', 'wagyu') or origin claims (e.g., 'Japanese', 'Norwegian') unless certification is on file.","reject","TRUE","950","v2","2026-02-01T12:48:00Z",""
"CHG-111","R-1030","Korean BBQ House","Chicken Wings","Starters","allergen_dietary","","","","","Contains: dairy","Dairy-free, Vegan","","","","","","8.00","","reject","0.94","Contradicts previous allergen data. Was dairy, now claims dairy-free. Needs recipe proof.","Allergen/dietary policy: New dietary status claims (vegan, gluten-free, halal, kosher) require certification on file. Additions of allergen warnings (e.g., 'contains nuts') should be approved for safety. Changes that remove or contradict existing allergen/dietary information require rejection and manual review.","reject","TRUE","1321","v2","2026-02-01T12:51:00Z",""
"CHG-112","R-1020","Al Baik","Grilled Sea Bass","Seafood","price","22.27","33.11","","","","","","","","","","22.00","50.5","reject","0.77","50% above last verified price. Exceeds policy threshold.","Pricing policy: Approve price increases up to 25% above last verified price. Reject increases above 25%.","reject","TRUE","1048","v2","2026-02-01T12:54:00Z",""
"CHG-113","R-1029","Pizza Dach","Naan","Sides","description","","","Homemade hummus with pita","Authentic Lebanese hummus with warm pita bread and olive oil drizzle","","","","","","","","3.00","","flag_for_review","0.57","Description changed from 'Homemade hummus with pita' to 'Authentic Lebanese hummus with warm pita bread and za'atar'. Contains origin claim ('Lebanese') — flagging for verification.","Description policy: Approve factual corrections and descriptive enhancements. Reject changes that add unverifiable sourcing claims (e.g., 'organic', 'free-range', 'wagyu') or origin claims (e.g., 'Japanese', 'Norwegian') unless certification is on file. Certification status: Restaurant is registered Lebanese cuisine establishment. Origin claim consistent with restaurant profile.","approve","FALSE","1119","v2","2026-02-01T12:57:00Z","hallucination"
"CHG-114","R-1003","Bosporus Grill","Gelato","Desserts","price","4.35","5.19","","","","","","","","","","4.50","15.2","approve","0.95","15% above last verified price. Within policy bounds.","Pricing policy: Approve price increases up to 25% above last verified price. Reject increases above 25%.","approve","TRUE","1937","v2","2026-02-01T15:00:00Z",""
"CHG-115","R-1017","Al Mallah","Gelato","Desserts","price","4.69","7.15","","","","","","","","","","4.50","58.9","reject","0.68","59% above last verified price. Exceeds policy threshold.","Pricing policy: Approve price increases up to 25% above last verified price. Reject increases above 25%.","reject","TRUE","1085","v2","2026-02-01T15:03:00Z",""
"CHG-116","R-1015","Durumcu Baba","Currywurst","Street Food","price","4.14","6.37","","","","","","","","","","","53.8","reject","0.85","54% above last verified price. Exceeds policy threshold.","Pricing policy: Approve price increases up to 25% above last verified price. Reject increases above 25%.","reject","TRUE","1599","v2","2026-02-01T15:06:00Z",""
"CHG-117","R-1003","Bosporus Grill","Grilled Sea Bass","Seafood","price","21.17","26.23","","","","","","","","","","22.00","19.2","approve","0.78","19% above last verified price. Within policy bounds.","Pricing policy: Approve price increases up to 25% above last verified price. Reject increases above 25%.","approve","TRUE","1630","v2","2026-02-01T15:09:00Z",""
"CHG-118","R-1027","Imren Grill","Naan","Sides","category","","","","","","","","","","Sides","Starters","3.00","","approve","0.78","Lateral category move. No visibility advantage.","Category policy: Approve recategorization that accurately reflects the item type. No special restrictions.","approve","TRUE","901","v2","2026-02-01T15:12:00Z",""
"CHG-119","R-1020","Al Baik","Vegan Bowl","Main","category","","","","","","","","","","Extras","Sides","10.50","","approve","0.87","Reasonable reclassification within similar tier.","Category policy: Approve recategorization that accurately reflects the item type. No special restrictions.","approve","TRUE","979","v2","2026-02-01T15:15:00Z",""
"CHG-120","R-1021","Zabeel House Kitchen","Lobster Roll","Seafood","description","","","Beef burger with cheese","Dry-aged wagyu beef burger with truffle aioli and aged gruyere","","","","","","","","18.00","","flag_for_review","0.88","Description contains premium claims that need verification.","Description policy: Approve factual corrections and descriptive enhancements. Reject changes that add unverifiable sourcing claims (e.g., 'organic', 'free-range', 'wagyu') or origin claims (e.g., 'Japanese', 'Norwegian') unless certification is on file.","reject","TRUE","1088","v2","2026-02-01T15:18:00Z",""
"CHG-121","R-1005","Mustafas Gemuse Kebab","Wiener Schnitzel","Main","category","","","","","","","","","","Main","Sides","14.90","","approve","0.84","Downgrade in category. No gaming incentive.","Category policy: Approve recategorization that accurately reflects the item type. No special restrictions.","approve","TRUE","1049","v2","2026-02-01T15:21:00Z",""
"CHG-122","R-1008","Sahara Imbiss","Vegan Bowl","Main","description","","","Mixed salad","Organic farm-to-table seasonal greens with house vinaigrette","","","","","","","","10.50","","flag_for_review","0.81","Description contains premium claims that need verification.","Description policy: Approve factual corrections and descriptive enhancements. Reject changes that add unverifiable sourcing claims (e.g., 'organic', 'free-range', 'wagyu') or origin claims (e.g., 'Japanese', 'Norwegian') unless certification is on file.","reject","TRUE","1708","v2","2026-02-01T15:24:00Z",""
"CHG-123","R-1019","Ravi Restaurant","Tacos","Main","allergen_dietary","","","","","Nut-free","Contains: tree nuts","","","","","","","","approve","0.58","Allergen information updated from 'Nut-free' to 'Contains: tree nuts'. New allergen warning added — this improves consumer safety. Approved.","Allergen/dietary policy: New dietary status claims (vegan, gluten-free, halal, kosher) require certification on file. Additions of allergen warnings (e.g., 'contains nuts') should be approved for safety. Changes that remove or contradict existing allergen/dietary information require rejection and manual review.","reject","FALSE","1422","v2","2026-02-01T15:27:00Z","false_approval"
"CHG-124","R-1002","Schnitzel Fritz","Pho","Main","price","12.02","14.88","","","","","","","","","","11.50","29.4","reject","0.52","29% above last verified price. Exceeds policy threshold.","Pricing policy: Approve price increases up to 25% above last verified price. Reject increases above 25%.","reject","TRUE","1238","v2","2026-02-01T15:30:00Z","false_approval"
"CHG-125","R-1004","Curry 36","Truffle Burger","Main","image","","","","","","","steak_v1.jpg","steak_v2_plated.jpg","Image analysis: Old image shows a truffle burger on a plain plate. New image shows the same burger with improved plating and garnish. Same kitchen background visible in both.","","","15.00","","reject","0.43","Image change for Truffle Burger. New image has different plating style — rejecting as potential mismatch.","Image policy: Approve clear food photography matching the item. Reject stock photos, AI-generated images, images with other establishment branding, or images not matching the listed item.","approve","FALSE","1533","v2","2026-02-01T15:33:00Z","hallucination"
"CHG-126","R-1008","Sahara Imbiss","Fried Chicken Box","Main","allergen_dietary","","","","","","Keto-friendly, Low-carb","","","","","","8.50","","flag_for_review","0.92","New dietary claims. Nutritional verification required.","Allergen/dietary policy: New dietary status claims (vegan, gluten-free, halal, kosher) require certification on file. Additions of allergen warnings (e.g., 'contains nuts') should be approved for safety. Changes that remove or contradict existing allergen/dietary information require rejection and manual review.","reject","TRUE","1274","v2","2026-02-01T15:36:00Z",""
"CHG-127","R-1019","Ravi Restaurant","Mixed Grill Plate","Main","allergen_dietary","","","","","Contains: gluten","Gluten-free, Celiac-safe","","","","","","17.50","","approve","0.42","Dietary information updated from 'Contains: gluten' to 'Gluten-free, Celiac-safe'. Updated dietary status for this item. No safety concern detected. Approved.","Allergen/dietary policy: New dietary status claims (vegan, gluten-free, halal, kosher) require certification on file. Additions of allergen warnings (e.g., 'contains nuts') should be approved for safety. Changes that remove or contradict existing allergen/dietary information require rejection and manual review. Certification status: No gluten-free or celiac-safe certification on file for this restaurant.","reject","FALSE","1146","v2","2026-02-01T15:39:00Z","context_miss"
"CHG-128","R-1005","Mustafas Gemuse Kebab","Pommes Frites","Sides","price","3.56","3.68","","","","","","","","","","3.50","5.3","approve","0.91","5% above last verified price. Within policy bounds.","Pricing policy: Approve price increases up to 25% above last verified price. Reject increases above 25%.","approve","TRUE","1337","v2","2026-02-01T15:42:00Z",""
"CHG-129","R-1019","Ravi Restaurant","Chicken Biryani","Main","price","10.59","11.79","","","","","","","","","","11.00","7.2","approve","0.74","7% above last verified price. Within policy bounds.","Pricing policy: Approve price increases up to 25% above last verified price. Reject increases above 25%.","approve","TRUE","1768","v2","2026-02-01T15:45:00Z",""
"CHG-130","R-1025","Maple Tree House","Samgyeopsal Set","Main","description","","","Fried chicken pieces","Double-brined free-range chicken fried in cold-pressed peanut oil","","","","","","","","14.50","","flag_for_review","0.84","Description contains premium claims that need verification.","Description policy: Approve factual corrections and descriptive enhancements. Reject changes that add unverifiable sourcing claims (e.g., 'organic', 'free-range', 'wagyu') or origin claims (e.g., 'Japanese', 'Norwegian') unless certification is on file.","reject","TRUE","938","v2","2026-02-01T15:48:00Z",""
"CHG-131","R-1024","Tosokchon","Grilled Sea Bass","Seafood","image","","","","","","","bowl_photo.jpg","bowl_portion_smaller.jpg","","","","22.00","","reject","0.59","Image change flagged for review.","Image policy: Approve clear food photography matching the item. Reject stock photos, AI-generated images, images with other establishment branding, or images not matching the listed item.","reject","TRUE","913","v2","2026-02-01T15:51:00Z","price_error"
"CHG-132","R-1002","Schnitzel Fritz","Caesar Salad","Starters","image","","","","","","","burger_photo_2024.jpg","burger_studio_shot.jpg","","","","8.50","","flag_for_review","0.75","New image appears to be a professional studio shot. Check if it represents actual dish.","Image policy: Approve clear food photography matching the item. Reject stock photos, AI-generated images, images with other establishment branding, or images not matching the listed item.","reject","TRUE","1758","v2","2026-02-01T15:54:00Z",""
"CHG-133","R-1003","Bosporus Grill","Vegan Bowl","Main","price","10.04","12.29","","","","","","","","","","10.50","17.0","approve","0.85","17% above last verified price. Within policy bounds.","Pricing policy: Approve price increases up to 25% above last verified price. Reject increases above 25%.","approve","TRUE","1515","v2","2026-02-01T15:57:00Z",""
"CHG-134","R-1013","Ciya Sofrasi","Chicken Wings","Starters","description","","","Fish and chips","Beer-battered wild-caught Atlantic cod with triple-cooked chips","","","","","","","","8.00","","flag_for_review","0.87","Description contains premium claims that need verification.","Description policy: Approve factual corrections and descriptive enhancements. Reject changes that add unverifiable sourcing claims (e.g., 'organic', 'free-range', 'wagyu') or origin claims (e.g., 'Japanese', 'Norwegian') unless certification is on file.","reject","TRUE","1053","v2","2026-02-01T18:00:00Z",""
"CHG-135","R-1026","Five Guys","Pho","Main","price","11.93","17.87","","","","","","","","","","11.50","55.4","reject","0.71","55% above last verified price. Exceeds policy threshold.","Pricing policy: Approve price increases up to 25% above last verified price. Reject increases above 25%.","reject","TRUE","1697","v2","2026-02-01T18:03:00Z",""
"CHG-136","R-1011","Sultan Kebap","Lobster Roll","Seafood","description","","","Chocolate cake","Single-origin Valrhona dark chocolate cake with gold leaf","","","","","","","","18.00","","approve","0.74","Description enhancement. No misleading claims detected.","Description policy: Approve factual corrections and descriptive enhancements. Reject changes that add unverifiable sourcing claims (e.g., 'organic', 'free-range', 'wagyu') or origin claims (e.g., 'Japanese', 'Norwegian') unless certification is on file.","approve","TRUE","1724","v2","2026-02-01T18:06:00Z",""
"CHG-137","R-1011","Sultan Kebap","Sushi Set","Main","price","16.30","20.66","","","","","","","","","","","26.7","reject","0.74","27% above last verified price. Exceeds policy threshold.","Pricing policy: Approve price increases up to 25% above last verified price. Reject increases above 25%.","reject","TRUE","1047","v2","2026-02-01T18:09:00Z",""
"CHG-138","R-1024","Tosokchon","Tacos","Main","price","8.60","13.06","","","","","","","","","","9.00","45.1","reject","0.80","45% above last verified price. Exceeds policy threshold.","Pricing policy: Approve price increases up to 25% above last verified price. Reject increases above 25%.","reject","TRUE","1716","v2","2026-02-01T18:12:00Z",""
"CHG-139","R-1028","Tangs Living","Gelato","Desserts","allergen_dietary","","","","","Vegetarian","Vegetarian, Organic, Non-GMO","","","","","","","","flag_for_review","0.86","New organic/non-GMO claims require supplier certification.","Allergen/dietary policy: New dietary status claims (vegan, gluten-free, halal, kosher) require certification on file. Additions of allergen warnings (e.g., 'contains nuts') should be approved for safety. Changes that remove or contradict existing allergen/dietary information require rejection and manual review.","reject","TRUE","1570","v2","2026-02-01T18:15:00Z",""
